Date,Time,POINT_X,POINT_Y,Class,Video_file,Subst_Orig,Subst_Cla,Sub_Subcl,Sub_Grp,Sub_Subgr,CMECS,Modifier,CMECSMod,Co_oc_el1,CMECS_1,Modifier_1,CMECSMod1,Co_oc_el2,CMECS_2,Modifier_2,CMECSMod2,Co_oc_el3,CMECS_3,Modifier_3,CMECSMod3,Co_oc_el4,CMECS_4,Modifier_4,CMECSMod4,Site_ID,geometry
2017-07-14,10:27 am,-151.048361228,59.7419945529,"Mud, shell 10-<50%, macroalgae 0-<10%",KBAY_2017_07_14_GOPRO_205_clip_9.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017_205,"c(609695.182855705, 6624292.08582601)"
2017-07-14,11:09 am,-151.05546916,59.7230402236,"Boulder 50-<90%, shell 0-<10%, macroalgae 10-<50%",KBAY_2017_07_14_GOPRO_168_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,2017_168,"c(609357.628112031, 6622170.13401506)"
2017-07-14,01:24 pm,-151.106294101,59.7054740597,"Boulder/cobble/gravel 10-<50%, shell 0-<10%, macroalgae 50-<90%",KBAY_2017_07_14_GOPRO_207_clip_22.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_206,"c(606555.694023472, 6620131.74509608)"
2017-07-15,10:46 am,-151.706940712,59.4143957742,"Mud, shell 10-<50%, cobble/gravel 0-<10%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_043_clip_1.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,NA,NA,NA,NA,NA,2017_43,"c(573392.897022329, 6586909.54726485)"
2017-07-15,10:55 am,-151.714646644,59.4163099561,"Mud, shell 10-<50%, cobble/gravel 0-<10%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_045_clip_2.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,NA,NA,NA,NA,NA,2017_45,"c(572951.441141431, 6587114.20754296)"
2017-07-15,11:00 am,-151.71561597,59.4196040475,"Mud, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_046_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_46,"c(572889.352005535, 6587479.92367638)"
2017-07-15,11:07 am,-151.724723374,59.4208285994,"Mud, shell 10-<50%, macroalgae 0-<10%",KBAY_2017_07_15_GOPRO_042_clip_4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 0% - <10%,PC01-PC02,NA,NA,NA,NA,NA,NA,NA,NA,2017_42,"c(572369.939785686, 6587606.33085951)"
2017-07-15,11:13 am,-151.726638578,59.4225839341,"Mud, shell 0-<10%, macroalgae 0-<10%",KBAY_2017_07_15_GOPRO_041_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 0% - <10%,PC01-PC02,NA,NA,NA,NA,NA,NA,NA,NA,2017_41,"c(572257.525217911, 6587799.69665256)"
2017-07-15,11:20 am,-151.720324556,59.4243635217,"Mud, shell 0%, macroalgae 0-10,",KBAY_2017_07_15_GOPRO_044_clip_6.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud,NA,S1.2.2.5,NA,NA,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017_44,"c(572611.971938968, 6588004.71692605)"
2017-07-15,11:26 am,-151.727378383,59.4286082636,"Mud, shell 0%, macroalgae 0-10",KBAY_2017_07_15_GOPRO_052_clip_7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,mud,NA,S1.2.2.5,NA,NA,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 0% - <10%,PC01-PC02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017_52,"c(572202.719024993, 6588469.67056802)"
2017-07-15,11:35 am,-151.738384677,59.4325885836,"Mud, shell 0-<10%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_051_clip_8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_51,"c(571569.928162725, 6588900.96815276)"
2017-07-15,01:23 pm,-151.901241066,59.4135402635,"Boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 10-<50%",KBAY_2017_07_15_GOPRO_082_clip_16.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,2017_82,"c(562367.049210705, 6586616.11208893)"
2017-07-15,01:48 pm,-151.817868627,59.4404621213,"Boulder 10-<50%, shell 10-<50%, macroalgae 90-100%",KBAY_2017_07_15_GOPRO_054_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11,NA,NA,NA,NA,NA,NA,NA,NA,2017_54,"c(567045.718547113, 6589694.85968437)"
2017-07-15,01:55 pm,-151.814589307,59.4467206246,"Boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_053_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_53,"c(567219.274879851, 6590395.03262846)"
2017-07-15,02:02 pm,-151.804884124,59.4456976933,"Boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 90-100%",KBAY_2017_07_15_GOPRO_055_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11,NA,NA,NA,NA,NA,NA,NA,NA,2017_55,"c(567771.609597569, 6590290.97864726)"
2017-07-15,02:10 pm,-151.809343503,59.4519261333,"Boulder/cobble/gravel 10-<50%, shell 50-<90%, macroalgae 10-<50%",KBAY_2017_07_15_GOPRO_057_clip_21.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,2017_57,"c(567506.3402144, 6590979.96081477)"
2017-07-15,02:20 pm,-151.778627995,59.4528569982,"gravel 50-<90%, shell 10-<50%, macroalgae 10-<50%",KBAY_2017_07_15_GOPRO_085_clip_22.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Pebble,S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,2017_85,"c(569245.748523713, 6591115.17918121)"
2017-07-15,02:27 pm,-151.760526972,59.4511742364,"Sand, shell 0-<10%, microalgae 10-<50%, macroalgae 0-<10%",KBAY_2017_07_15_GOPRO_028_clip_23.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,NA,NA,NA,NA,NA,2017_28,"c(570275.383136147, 6590946.79164087)"
2017-07-15,02:34 pm,-151.755682992,59.4529757148,"Sand, shell 0-<10%, microalgae 50-<90%, macroalgae 0-<10%",KBAY_2017_07_15_GOPRO_029_clip_24.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 50% - <90%,PC07-PC10,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,NA,NA,NA,NA,NA,2017_29,"c(570546.248255247, 6591152.5054638)"
2017-07-15,02:40 pm,-151.75034629500001,59.4525720619,"Sand, shell 0-<10%, microalgae 50-<90%, macroalgae 0-<10%",KBAY_2017_07_15_GOPRO_032_clip_25.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 50% - <90%,PC07-PC10,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,NA,NA,NA,NA,NA,2017_32,"c(570849.626912574, 6591113.2319247)"
2017-07-15,02:46 pm,-151.747114338,59.4548296413,"Cobble/gravel 50-<90%, shell 10-<50%, macroalgae 10-<50%",KBAY_2017_07_15_GOPRO_033_clip_26.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,2017_33,"c(571028.112094841, 6591368.0498239)"
2017-07-15,02:54 pm,-151.751126982,59.4575563941,"shell 50-<90%, cobble/gravel 10-<50%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_030_clip_27.mp4,Biogenic,Shell,Shell Rubble,NA,NA,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_30,"c(570794.949775657, 6591667.38442536)"
2017-07-15,03:04 pm,-151.739423773,59.4639055699,"gravel 10-<50%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_031_clip_28.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Pebble,S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_31,"c(571444.908933717, 6592386.84991668)"
2017-07-15,03:11 pm,-151.731124396,59.4554750374,"Sand, shell 0-<10%, microalgae 10-<50%, macroalgae 0-<10%",KBAY_2017_07_15_GOPRO_035_clip_29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,NA,NA,NA,NA,NA,2017_35,"c(571933.149966612, 6591457.09324102)"
2017-07-15,03:16 pm,-151.726398435,59.4518110393,"Sand, shell 10-<50%, gravel 10-<50%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_036_clip_30.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Pebble,S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,NA,NA,NA,NA,NA,2017_36,"c(572208.852300532, 6591054.24480582)"
2017-07-15,03:32 pm,-151.722139719,59.4478403884,"Boulder 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_15_GOPRO_039_clip_32.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11,NA,NA,NA,NA,NA,NA,NA,NA,2017_39,"c(572458.776499062, 6590616.76312733)"
2017-07-15,03:39 pm,-151.728198912,59.4460574927,"Sand, shell 10-<50%, macroalgae 10-<50%",KBAY_2017_07_15_GOPRO_038_clip_33.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,2017_38,"c(572119.029322938, 6590411.66284237)"
2017-07-15,03:44 pm,-151.729766103,59.4413597281,"Sand, shell 10-<50%, macroalgae 10-<50%",KBAY_2017_07_15_GOPRO_047_clip_34.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06,NA,NA,NA,NA,NA,NA,NA,NA,2017_47,"c(572040.156063411, 6589886.89234582)"
2017-07-15,03:54 pm,-151.721178232,59.4365474027,"Mud, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_15_GOPRO_048_clip_35.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud,NA,S1.2.2.5,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_48,"c(572537.461938376, 6589360.39533765)"
2017-07-15,04:02 pm,-151.718163106,59.4361325191,"Boulder 10-<50%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_15_GOPRO_049_clip_36.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11,NA,NA,NA,NA,NA,NA,NA,NA,2017_49,"c(572709.359610821, 6589317.49123766)"
2017-07-15,04:17 pm,-151.721464548,59.4582519797,"Sand, shell 0-<10%, microalgae 50-<90%, macroalgae 0-<10%",KBAY_2017_07_15_GOPRO_034_clip_37.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand,NA,S1.2.2.2,NA,NA,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 50% - <90%,PC07-PC10,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,NA,NA,NA,NA,NA,2017_34,"c(572474.774782365, 6591776.77727604)"
2017-07-09,02:50 pm,-151.856134922,59.4307338824,"gravel 90-100%, shell 0-<10%, macroalgae 0-<10%",KBAY_2017_07_09_GOPRO_056_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Pebble,S1.2.1.1.3,Percent Cover 90% - 100%,PC11,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02,NA,NA,NA,NA,NA,NA,NA,NA,2017_56,"c(564894.213660926, 6588573.70934194)"
2017-07-09,03:00 pm,-151.84214038,59.4374345812,"Boulder 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_09_GOPRO_100_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_100,"c(565675.106421577, 6589333.5443542)"
2017-07-09,03:11 pm,-151.838553194,59.4346838153,"gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_09_GOPRO_101_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Pebble,S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,NA,NA,NA,NA,NA,NA,NA,NA,2017_101,"c(565883.905324924, 6589030.80090401)"
2017-07-09,04:27 pm,-151.781456847,59.4618214901,"Boulder/cobble/gravel 0-<10%, shell 50-<90%, macroalgae 0-<10%",KBAY_2017_07_09_GOPRO_027_clip_27.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02,NA,NA,NA,NA,NA,NA,NA,NA,2017_27,"c(569067.095309295, 6592110.40100627)"
